name,kcal_per_100gr,fat_per_100gr,fiber_per_100gr,protein_per_100gr,carbs_per_100gr,user_id,notes,tags,is_verified,image_url
Semolina,351.49,1.05,3.9,12.68,72.83,,,,TRUE,
"Sesame Butter, Paste",626.35,50.87,5.5,18.08,24.05,,,,TRUE,
"Sesame Butter, Tahini",608,48,9.3,17.81,26.19,,,,TRUE,
"Sesame Flour, High-Fat",563.5,37.1,0,30.78,26.62,,,,TRUE,
"Sesame Flour, Low-Fat",358.35,1.75,0,50.14,35.51,,,,TRUE,
"Sesame Flr, Part Defatted",408.85,11.89,0,40.32,35.14,,,,TRUE,
"Sesame Meal, Part Defatted",604,48,0,16.96,26.04,,,,TRUE,
"Sesame Sd Krnls, Dried",679.61,61.21,11.6,20.45,11.73,,,,TRUE,
"Sesame Sd Krnls, Tstd",604,48,16.9,16.96,26.04,,,,TRUE,
"Sesame Seeds, Whl",602.8,48,14,16.96,25.74,,,,TRUE,
"Sesame Seeds, Whole",611.75,49.67,11.8,17.73,23.45,,,,TRUE,
"Sesame Stks, Wheat-Based",559.9,36.7,2.8,10.9,46.5,,,,TRUE,
Sesbania Flower,32.4,0.04,0,1.28,6.73,,,,TRUE,
"Sesbania Flower, Ckd",25.93,0.05,0,1.14,5.23,,,,TRUE,
"Shad, American",191.65,13.77,0,16.93,0,,,,TRUE,
"Shake, Fast Fd",114.4,2.8,0.4,3.4,18.9,,,,TRUE,
"Shake, Fast Food",128.9,3.7,1.9,3.4,20.5,,,,TRUE,
Shallots,78.1,0.1,0,2.5,16.8,,,,TRUE,
"Shallots, Freeze-Dried",376.5,0.5,0,12.3,80.7,,,,TRUE,
"Shark, Mixed Species",124.51,4.51,0,20.98,0,,,,TRUE,
"Shark, Mxd Sp",224.42,13.82,0,18.62,6.39,,,,TRUE,
Sheepshead,102.53,2.41,0,20.21,0,,,,TRUE,
"Sheepshead, Ckd",118.75,1.63,0,26.02,0,,,,TRUE,
"Sherbet, Orange",144,2,1.3,1.1,30.4,,,,TRUE,
"Shortening Bread, Soybn &Cttnsd",900,100,0,0,0,,,,TRUE,
"Shortening Confectionery, Cocnt &Or Palm Kernel",900,100,0,0,0,,,,TRUE,
"Shortening Frying Hvy Duty, Soybn Hydr",900,100,0,0,0,,,,TRUE,
"Shortening Frying, Bf Tallow&Cttnsd",900,100,0,0,0,,,,TRUE,
"Shortening Frying, Palm",900,100,0,0,0,,,,TRUE,
"Shortening Frying, Soybn &Cttnsd",900,100,0,0,0,,,,TRUE,
"Shortening Industrial, Lard&Veg Oil",900,100,0,0,0,,,,TRUE,
"Shortening Industrial, Soybn &Cttnsd",900,100,0,0,0,,,,TRUE,
"Shortening, Confectionery",900,100,0,0,0,,,,TRUE,
"Shortening, Household",900,100,0,0,0,,,,TRUE,
"Shortening, Indus",900,100,0,0,0,,,,TRUE,
"Shortening, Industrial",900,100,0,0,0,,,,TRUE,
"Shortening, Institutional",900,100,0,0,0,,,,TRUE,
"Shortening, Multipurpose",900,100,0,0,0,,,,TRUE,
"Shortening, Spl Purpose For Baking",900,100,0,0,0,,,,TRUE,
"Shortening, Veg",899.73,99.97,0,0,0,,,,TRUE,
"Shrimp, Mixed Species",100.45,1.73,0,20.31,0.91,,,,TRUE,
"Shrimp, Mxd Sp",93.92,1.36,0,20.42,0,,,,TRUE,
Silk Banana-Strawberry Soy Yogurt,88.26,1.18,0.6,2.35,17.06,,,,TRUE,
"Silk Chai, Soymilk",54.12,1.44,0,2.47,7.82,,,,TRUE,
"Silk Choc, Soymilk",59.08,1.44,0.8,2.06,9.47,,,,TRUE,
"Silk Coffee, Soymilk",62.36,1.44,0,2.06,10.29,,,,TRUE,
Silk Hazelnut Creamer,140.03,6.67,0,0,20,,,,TRUE,
"Silk Lt Choc, Soymilk",50.02,0.62,0.8,2.06,9.05,,,,TRUE,
"Silk Lt Pln, Soymilk",30.42,0.82,0.4,2.47,3.29,,,,TRUE,
"Silk Lt Vanilla, Soymilk",33.74,0.82,0.4,2.47,4.12,,,,TRUE,
"Silk Mocha, Soymilk",57.4,1.44,0,2.06,9.05,,,,TRUE,
"Silk Nog, Soymilk",73.8,1.64,0,2.46,12.3,,,,TRUE,
Silk Original Creamer,86.71,6.67,0,0,6.67,,,,TRUE,
"Silk Pln, Soymilk",39.53,1.65,0.4,2.88,3.29,,,,TRUE,
"Silk Plus Fiber, Soymilk",45.88,1.44,2.1,2.47,5.76,,,,TRUE,
"Silk Plus For Bone Health, Soymilk",40.96,1.44,0.8,2.47,4.53,,,,TRUE,
"Silk Plus Omega-3 Dha, Soymilk",43.22,2.06,0.4,2.88,3.29,,,,TRUE,
Silk Strawberry Soy Yogurt,92.98,1.18,0.6,2.35,18.24,,,,TRUE,
"Silk Unswtnd, Soymilk",32.97,1.65,0.4,2.88,1.65,,,,TRUE,
"Silk Vanilla, Soymilk",39.32,1.44,0.4,2.47,4.12,,,,TRUE,
"Silk Very Vanilla, Soymilk",56.01,1.65,0.4,2.47,7.82,,,,TRUE,
"Sisymbrium Sp. Seeds, Whl",323,4.6,0,12.14,58.26,,,,TRUE,
"Smart Ones, Rst Tky Medallions",84.1,0.5,1,5,14.9,,,,TRUE,
"Smelt, Dried",385.86,17.9,0,56.19,0,,,,TRUE,
"Smelt, Rainbow",92.3,2.42,0,17.63,0,,,,TRUE,
"Smoked Link Sausage, Pork",302.71,28.23,0,11.98,0.18,,,,TRUE,
"Smoked Link Sausage, Pork&Bf",264.63,21.43,0,13.97,3.97,,,,TRUE,
"Snack, Potato Chips",571.57,38.41,3.1,4.45,52.02,,,,TRUE,
"Snacks, Bf Stks",554,49.6,0,21.5,5.4,,,,TRUE,
"Snacks, Corn-Base",547.1,32.7,0,7,56.2,,,,TRUE,
"Snacks, Corn-Based",556.6,33.4,4.4,6.6,57.4,,,,TRUE,
"Snacks, Farley Candy",341.2,0,0,4.4,80.9,,,,TRUE,
"Snacks, Fritolay",491.1,22.22,8.1,8.08,64.7,,,,TRUE,
"Snacks, General Mills",372.7,3.5,0,0.1,85.2,,,,TRUE,
"Snacks, Kellogg",374.7,7.5,2.1,4.4,72.4,,,,TRUE,
"Snacks, M&M Mars",424.3,13.02,2.6,4.47,72.31,,,,TRUE,
"Snacks, Popcorn",374.75,4.31,12.7,10.87,73.12,,,,TRUE,
"Snacks, Potato Chips",297.26,0.7,6.8,7.74,65,,,,TRUE,
"Snacks, Pretzels",384.7,3.5,2.8,9.1,79.2,,,,TRUE,
"Snacks, Ralston Purina",424.4,10,3.9,8.83,74.77,,,,TRUE,
"Snacks, Soy Chips Or Crisps",384.75,7.35,3.5,26.5,53.15,,,,TRUE,
"Snacks, Sweet Potato Chips",495.62,24.7,3.5,3.5,64.83,,,,TRUE,
"Snacks, Tortilla Chips",465.2,15.2,5.7,8.7,73.4,,,,TRUE,
Snail,85,1.4,0,16.1,2,,,,TRUE,
"Snapper, Mixed Species",94.1,1.34,0,20.51,0,,,,TRUE,
"Snapper, Mxd Sp",120.68,1.72,0,26.3,0,,,,TRUE,
Sorghum,373.42,3.3,6.3,11.3,74.63,,,,TRUE,
"Sour Cream, Fat Free",74.8,0,0,3.1,15.6,,,,TRUE,
"Sour Cream, Light",137.8,10.6,0,3.5,7.1,,,,TRUE,
"Sour Cream, Reduced Fat",182.9,14.1,0,7,7,,,,TRUE,
"Sour Crm, Imitn",211.8,19.52,0,2.4,6.63,,,,TRUE,
"Sour Drsng, Non-Butterfat",180.85,16.57,0,3.25,4.68,,,,TRUE,
"Sourdock, Young Leaves",41.5,0.7,0,2.3,6.5,,,,TRUE,
Soursop,74.06,0.3,3.3,1,16.84,,,,TRUE,
"Soy Flour, Defatted",352.5,1.22,17.5,47.01,38.37,,,,TRUE,
"Soy Flour, Full-Fat",464.77,20.65,9.6,34.54,35.19,,,,TRUE,
"Soy Flour, Low-Fat",401.86,8.9,16,45.51,34.93,,,,TRUE,
"Soy Flr, Defatted",401.86,8.9,16,49.81,30.63,,,,TRUE,
"Soy Flr, Full-Fat",464.77,20.65,9.6,37.8,31.93,,,,TRUE,
"Soy Flr, Low-Fat",398.34,6.7,10.2,50.93,33.58,,,,TRUE,
"Soy Meal, Defatted",361.87,2.39,0,44.95,40.14,,,,TRUE,
"Soy Prot Conc, Crude Prot Basis",360.3,0.46,5.5,63.63,25.41,,,,TRUE,
"Soy Prot Conc, Produced By Acid Wash",360.3,0.46,5.5,58.13,30.91,,,,TRUE,
"Soy Prot Conc, Produced By Alcohol Extraction",360.3,0.46,5.5,58.13,30.91,,,,TRUE,
"Soy Prot Isolate, K Type",368.41,0.53,5.6,80.69,10.22,,,,TRUE,
"Soy Prot Isolate, Prot Technologies International",387,4,0,87.75,0,,,,TRUE,
Soy Protein Isolate,382.71,3.39,5.6,80.69,7.36,,,,TRUE,
"Soy Sau Made From Soy&Wheat, Lo Na",55.44,0.08,0.8,5.17,8.51,,,,TRUE,
"Soybean, Curd Cheese",150.5,8.1,0,12.5,6.9,,,,TRUE,
"Soybeans, Green",157.2,6.8,4.2,12.95,11.05,,,,TRUE,
"Soybeans, Grn",151.2,6.4,4.2,12.35,11.05,,,,TRUE,
"Soybeans, Mature Ckd",187.01,8.97,6,16.64,9.93,,,,TRUE,
"Soybeans, Mature Seeds",150.94,6.7,1.1,13.09,9.57,,,,TRUE,
"Soymilk, Choc",62.61,1.53,0.4,2.26,9.95,,,,TRUE,
"Soymilk, Choc & Other Flavors",47.12,0.64,0.7,2.1,8.24,,,,TRUE,
"Soymilk, Enhanced",43.47,1.99,0.4,2.94,3.45,,,,TRUE,
"Soymilk, Lowfat",40.98,0.62,0.8,1.65,7.2,,,,TRUE,
"Soymilk, Nonfat",26.76,0,0.2,2.47,4.22,,,,TRUE,
"Soymilk, Original & Vanilla",53.95,1.75,0.6,3.27,6.28,,,,TRUE,
"Soymilk, Unswtnd",32.89,1.61,0.5,2.86,1.74,,,,TRUE,
"Spearmint, Dried",342.15,6.03,29.8,19.93,52.04,,,,TRUE,
"Spearmint, Fresh",53.37,0.73,6.8,3.29,8.41,,,,TRUE,
"Spelt, Ckd",135.41,0.85,3.9,5.5,26.44,,,,TRUE,
"Spelt, Unckd",360.91,2.43,10.7,14.57,70.19,,,,TRUE,
"Spices, Basil",337.14,3.98,40.5,14.37,60.96,,,,TRUE,
"Spices, Bay Leaf",405.56,8.36,26.3,7.61,74.97,,,,TRUE,
"Spices, Cardamom",377.22,6.7,28,10.76,68.47,,,,TRUE,
"Spices, Oregano",393.97,10.25,42.8,11,64.43,,,,TRUE,
"Spices, Tarragon",357.12,7.24,7.4,22.77,50.22,,,,TRUE,
"Spices, Thyme",359.07,7.43,37,9.11,63.94,,,,TRUE,
Spinach,29.47,0.39,2.2,2.86,3.63,,,,TRUE,
Spinach Souffle,171.47,12.95,0.7,7.91,5.82,,,,TRUE,
"Spinach, Ckd",29.22,0.26,2.4,2.97,3.75,,,,TRUE,
"Spinach, Cnd",23.45,0.37,1.6,2.11,2.92,,,,TRUE,
"Spinach, Frz",36.49,0.57,2.9,3.63,4.21,,,,TRUE,
"Spiny Lobster, Mxd Sp",105.71,1.51,0,20.6,2.43,,,,TRUE,
"Sports Drk, Coca-Cola",31.81,0.05,0,0,7.84,,,,TRUE,
"Sports Drk, Fruit-Flavored",12,0,0,0,3,,,,TRUE,
"Sports Drk, Pepsico",25.72,0,0,0,6.43,,,,TRUE,
Spot,118.14,4.9,0,18.51,0,,,,TRUE,
"Spot, Dry Heat",151.44,6.28,0,23.73,0,,,,TRUE,
"Squab, Lt Meat Wo/Skn",127.72,4.52,0,21.76,0,,,,TRUE,
"Squab, Meat Only",137.5,7.5,0,17.5,0,,,,TRUE,
"Squab, Meat&Skn",288.08,23.8,0,18.47,0,,,,TRUE,
"Squash, Indian",26.44,0.2,0,0.52,5.64,,,,TRUE,
"Squash, Smmr",22.08,0.24,1.9,0.94,4.04,,,,TRUE,
"Squash, Summer",21.96,0.2,0,1.2,3.84,,,,TRUE,
"Squash, Winter",45.78,0.1,1.5,0.8,10.42,,,,TRUE,
"Squash, Wntr",51.66,0.1,2,1,11.69,,,,TRUE,
"Squash, Zucchini",26.88,0.4,1.1,2.71,3.11,,,,TRUE,
"Squid, Mixed Species",87.06,1.38,0,15.58,3.08,,,,TRUE,
"Squid, Mxd Sp",170.24,7.48,0,17.94,7.79,,,,TRUE,
"Squirrel, Ground",111.4,3.8,0,19.3,0,,,,TRUE,
"Steelhead Trout, Bld",158.78,8.26,0,21.11,0,,,,TRUE,
"Steelhead Trout, Dried",381.62,8.06,0,77.27,0,,,,TRUE,
"Stouffer'S Homestyle Salisbury Steak In Gravy & Mac& Chs, Frz",101.85,5.17,1.5,6.36,7.47,,,,TRUE,
"Stouffer'S Ln Cuisine Hs Bf Pot Rst W/ Whipped Potatoes, Frz",72.34,2.14,1.2,4.98,8.29,,,,TRUE,
"Stouffer'S Ln Cuisine Hs Stuff Cab W/ Meat Sau&Whped Pot, Frz",72.92,2.28,1.5,4.03,9.07,,,,TRUE,
Strawberries,36.1,0.3,2,0.67,7.68,,,,TRUE,
"Strawberries, Cnd",98.7,0.26,1.7,0.56,23.53,,,,TRUE,
"Strawberries, Frz",39.23,0.11,2.1,0.43,9.13,,,,TRUE,
"Strawberry-Flavor Bev Mix, Pdr",398.6,0.2,0,0.1,99.1,,,,TRUE,
"Strudel, Apple",278.4,11.2,2.2,3.3,41.1,,,,TRUE,
"Sturgeon, Mxd Sp",100.92,4.04,0,16.14,0,,,,TRUE,
Succotash,107.66,1.02,3.8,5.03,19.59,,,,TRUE,
"Succotash, Ckd",125,0.8,4.5,5.07,24.38,,,,TRUE,
"Succotash, Cnd",85.86,0.54,3,2.64,17.61,,,,TRUE,
"Succotash, Frz",105.01,0.89,4,4.31,19.94,,,,TRUE,
"Sucker, White",87.92,2.32,0,16.76,0,,,,TRUE,
Sugar-Apples,105.41,0.29,4.4,2.06,23.64,,,,TRUE,
"Sugars, Brown",392.84,0,0,0.12,98.09,,,,TRUE,
"Sugars, Granulated",399.92,0,0,0,99.98,,,,TRUE,
"Sugars, Maple",365.8,0.2,0,0.1,90.9,,,,TRUE,
"Sugars, Powdered",399.3,0.1,0,0,99.6,,,,TRUE,
"Sunfish, Pumpkin Sd",107.58,0.9,0,24.87,0,,,,TRUE,
"Sunfish, Pumpkin Seed",83.9,0.7,0,19.4,0,,,,TRUE,
"Sunflower Sd Butter, W/Salt",617.89,47.73,0,19.66,27.42,,,,TRUE,
"Sunflower Sd Butter, Wo/Salt",617.89,47.73,0,19.66,27.42,,,,TRUE,
"Sunflower Sd Flr, Part Defatted",350.05,1.61,5.2,48.06,35.83,,,,TRUE,
"Sunflower Sd Krnls, Dried",626.26,51.46,8.6,20.78,20,,,,TRUE,
"Sunflower Sd Krnls, Dry Rstd",621.8,49.8,11.1,19.33,24.07,,,,TRUE,
"Sunflower Sd Krnls, Oil Rstd",633.5,51.3,10.6,20.06,22.89,,,,TRUE,
"Sunflower Sd Krnls, Tstd",662.4,56.8,11.5,17.21,20.59,,,,TRUE,
Surimi,96.22,0.9,0,15.18,6.85,,,,TRUE,
Swamp Cabbage,24.76,0.2,2.1,2.6,3.14,,,,TRUE,
"Swamp Cabbage, Ckd",25.32,0.24,1.9,2.08,3.71,,,,TRUE,
Sweet Potato Leaves,44.22,0.3,2,4,6.38,,,,TRUE,
"Sweet Potato Leaves, Ckd",41.26,0.3,1.9,2.32,7.32,,,,TRUE,
"Sweet Potato, Ckd",144.17,3.25,2.4,0.87,27.86,,,,TRUE,
"Sweet Potato, Cnd",102.48,0.2,1.7,1.98,23.19,,,,TRUE,
"Sweet Potato, Frz",97.34,0.18,1.7,1.71,22.22,,,,TRUE,
"Sweet Potato, Unprep",87.21,0.05,3,1.57,20.12,,,,TRUE,
"Sweeteners, Tabletop",365,0,0,2.17,89.08,,,,TRUE,
"Sweetpotato, Cnd",92.88,0.2,1.8,1.65,21.12,,,,TRUE,
Swisswurst Pork & Bf W/ Swiss Chs Smoked,303.49,27.37,0,12.69,1.6,,,,TRUE,
Swordfish,115.29,4.01,0,19.8,0,,,,TRUE,
"Swordfish, Dry Heat",147.82,5.14,0,25.39,0,,,,TRUE,
"Swtnd, Fruit Flavors",21.96,0,0,0,5.49,,,,TRUE,
"Syrups, Choc",350.1,8.9,2.8,4.6,62.9,,,,TRUE,
"Syrups, Corn",310.36,0,0,0,77.59,,,,TRUE,
"Syrups, Dietetic",200,0,3,0.8,49.2,,,,TRUE,
"Syrups, Grenadine",267.64,0,0,0,66.91,,,,TRUE,
"Syrups, Malt",310,0,0,6.2,71.3,,,,TRUE,
"Syrups, Maple",270.16,0.2,0,0,67.09,,,,TRUE,
"Syrups, Sorghum",299.6,0,0,0,74.9,,,,TRUE,
"Syrups, Table Blends",335.6,0,0,0,83.9,,,,TRUE,
Tamales,152.68,6.12,3.1,6.28,18.12,,,,TRUE,
"Tamarind Nectar, Cnd",60.36,0.12,0.5,0.09,14.73,,,,TRUE,
Tamarinds,266.6,0.6,5.1,2.8,62.5,,,,TRUE,
"Tangerine Juc, Cnd",51.8,0.2,0.2,0.5,12,,,,TRUE,
"Tangerine Juc, Frz Conc",164.91,0.39,0.6,1.5,38.85,,,,TRUE,
Tangerine Juice,44.2,0.2,0.2,0.5,10.1,,,,TRUE,
Tangerines,59.39,0.31,1.8,0.81,13.34,,,,TRUE,
"Tangerines, Cnd",41.03,0.03,0.7,0.62,9.57,,,,TRUE,
"Tapioca, Pearl",355.7,0.02,0.9,0.19,88.69,,,,TRUE,
Taro,113.64,0.2,4.1,1.5,26.46,,,,TRUE,
Taro Chips,505.7,24.9,7.2,2.3,68.1,,,,TRUE,
Taro Leaves,53.38,0.74,3.7,4.98,6.7,,,,TRUE,
"Taro Leaves, Ckd",30.65,0.41,2,2.72,4.02,,,,TRUE,
Taro Shoots,13.77,0.09,0,0.92,2.32,,,,TRUE,
"Taro Shoots, Ckd",16.44,0.08,0,0.73,3.2,,,,TRUE,
"Taro, Leaves",30.13,0.41,2,2.72,3.89,,,,TRUE,
"Taro, Shoots",16.4,0.08,0,0.73,3.19,,,,TRUE,
"Taro, Tahitian",47.53,0.97,0,2.79,6.91,,,,TRUE,
"Taro, With Salt",141.47,0.11,5.1,0.52,34.6,,,,TRUE,
"Taro, Without Salt",141.47,0.11,5.1,0.52,34.6,,,,TRUE,
"Tea, Brewed",1.2,0,0,0,0.3,,,,TRUE,
"Tea, Herb",0.8,0,0,0,0.2,,,,TRUE,
"Tea, Inst",315.48,0,8.5,20.21,58.66,,,,TRUE,
"Tea, Rtd",39.08,0,0,0,9.77,,,,TRUE,
"Tea, Tundra",0.8,0,0,0,0.2,,,,TRUE,
"Teff, Ckd",100.77,0.65,0,3.87,19.86,,,,TRUE,
"Teff, Unckd",367.14,2.38,8,13.3,73.13,,,,TRUE,
Tempeh,208.92,10.8,0,18.54,9.39,,,,TRUE,
"Tempeh, Ckd",212.58,11.38,0,18.19,9.35,,,,TRUE,
"Tennis Bread, Pln",258.49,1.05,2.6,9,53.26,,,,TRUE,
"The Budget Gourmet, Spinach Au Gratin",143.1,10.7,1.5,4.3,7.4,,,,TRUE,
"Thuringer, Cervelat",356.99,30.43,0,17.45,3.33,,,,TRUE,
"Thyme, Frsh",135.16,1.68,14,5.56,24.45,,,,TRUE,
Tilefish,90.79,2.31,0,17.5,0,,,,TRUE,
"Tilefish, Dry Heat",140.17,4.69,0,24.49,0,,,,TRUE,
"Tky, Stuffing",128.17,3.89,1.3,6.97,16.32,,,,TRUE,
Tofu,125.2,8,0,8.15,5.15,,,,TRUE,
Tofu Yogurt,94.04,1.8,0.2,3.5,15.96,,,,TRUE,
"Tofu, Dried-Frozen",523.06,30.34,7.2,47.94,14.56,,,,TRUE,
"Tofu, Ex Firm",100.03,5.83,0.4,9.89,2,,,,TRUE,
"Tofu, Firm",158.68,8.72,2.3,15.78,4.27,,,,TRUE,
"Tofu, Hard",158.19,9.99,0.6,12.68,4.39,,,,TRUE,
"Tofu, Okara",78.61,1.73,0,3.22,12.54,,,,TRUE,
"Tofu, Prep W/Ca Sulfate",125.2,8,0,8.15,5.15,,,,TRUE,
"Tofu, Reg",82.86,4.78,0.3,8.08,1.88,,,,TRUE,
"Tofu, Soft",66.61,3.69,0.2,6.55,1.8,,,,TRUE,
Tomatillos,36.38,1.02,1.9,0.96,5.84,,,,TRUE,
"Tomato Juc, Cnd",20.45,0.05,0.4,0.76,4.24,,,,TRUE,
Tomato Powder,354.32,0.44,16.5,12.91,74.68,,,,TRUE,
"Tomato Products, Cnd",44.41,0.21,1.9,1.65,8.98,,,,TRUE,
Tomato Sau,41.84,0.2,1.5,1.3,8.71,,,,TRUE,
"Tomato&Veg Juc, Lo Na",21.66,0.1,0.8,0.6,4.59,,,,TRUE,
"Tomatoes, Crushed",38.24,0.28,1.9,1.64,7.29,,,,TRUE,
"Tomatoes, Green",27,0.2,1.1,1.2,5.1,,,,TRUE,
"Tomatoes, Orange",19.07,0.19,0.9,1.16,3.18,,,,TRUE,
"Tomatoes, Red",21,0.2,1.2,0.88,3.92,,,,TRUE,
"Tomatoes, Sun-Dried",306.21,2.97,12.3,14.11,55.76,,,,TRUE,
"Tomatoes, Yellow",18.18,0.26,0.7,0.98,2.98,,,,TRUE,
"Toppings, Butterscotch Or Caramel",270.5,0.1,0.9,1.5,65.9,,,,TRUE,
"Toppings, Marshmllw Crm",321.9,0.3,0.1,0.8,79,,,,TRUE,
"Toppings, Nuts In Syrup",448.32,22,2.3,4.5,58.08,,,,TRUE,
"Toppings, Pineapple",266.9,0.1,0.4,0.1,66.4,,,,TRUE,
"Toppings, Strawberry",266.9,0.1,0.7,0.2,66.3,,,,TRUE,
"Tortilla Chips, Lofat",415.7,5.7,5.3,11,80.1,,,,TRUE,
"Tortilla Chips, Plain",503.64,23.36,5.3,7.79,65.56,,,,TRUE,
"Tortilla, Incl Pln & From Mutton Sndwch",237.43,0.95,2.4,7.28,49.94,,,,TRUE,
"Tortillas, Rtb Or -Fry",227.01,2.85,6.3,5.7,44.64,,,,TRUE,
"Trail Mix, Reg",499.4,29.4,0,13.8,44.9,,,,TRUE,
"Trail Mix, Regular",499.4,29.4,0,13.8,44.9,,,,TRUE,
"Trail Mix, Tropical",441.5,17.1,0,6.3,65.6,,,,TRUE,
"Tree Fern, Ckd",45.71,0.07,3.7,0.29,10.98,,,,TRUE,
Triticale,359.53,2.09,0,13.05,72.13,,,,TRUE,
"Triticale Flr, Whole-Grain",361.57,1.81,14.6,13.18,73.14,,,,TRUE,
"Trout, Mixed Species",142.57,6.61,0,20.77,0,,,,TRUE,
"Trout, Mxd Sp",182.75,8.47,0,26.63,0,,,,TRUE,
"Trout, Rainbow",113.06,3.46,0,20.48,0,,,,TRUE,
"Tuna, Fresh",137.42,4.9,0,23.33,0,,,,TRUE,
"Tuna, Frsh",176.16,6.28,0,29.91,0,,,,TRUE,
"Tuna, Lt",109.42,0.82,0,25.51,0,,,,TRUE,
"Tuna, Skipjack",124.45,1.29,0,28.21,0,,,,TRUE,
"Tuna, White",121.21,2.97,0,23.62,0,,,,TRUE,
"Tuna, Yellowfin",130.86,1.22,0,29.97,0,,,,TRUE,
"Turbot, European",90.75,2.95,0,16.05,0,,,,TRUE,
Turkey Bacon,381.9,27.9,0,29.6,3.1,,,,TRUE,
Turkey Breast Meat,100.06,1.66,0.5,17.07,4.21,,,,TRUE,
"Turkey Breast, Pre-Basted",119.78,3.46,0,22.16,0,,,,TRUE,
"Turkey Ham, Cured Turkey Thigh Meat",121.72,4.84,0.2,17.5,2.04,,,,TRUE,
"Turkey Ham, Sliced",124.32,3.8,0,19.6,2.93,,,,TRUE,
"Turkey Patties, Breaded",280.8,18,0.5,14,15.7,,,,TRUE,
"Turkey Rst, Bnless",115.8,2.2,0,17.6,6.4,,,,TRUE,
"Turkey Sausage, Frsh",149.76,8.08,0,18.79,0.47,,,,TRUE,
"Turkey Sausage, Red Fat",203.78,10.3,0.3,17,10.77,,,,TRUE,
"Turkey Stks, Breaded",276.9,16.9,0,14.2,17,,,,TRUE,
"Turkey Thigh, Pre-Basted",152.06,8.54,0,18.8,0,,,,TRUE,
"Turkey&Pork Sausage, Frsh",300.6,23,0,22.7,0.7,,,,TRUE,
"Turkey, All Classes",151.73,7.77,0,20.37,0.08,,,,TRUE,
"Turkey, Breast",95.05,0.69,0,20.9,1.31,,,,TRUE,
"Turkey, Cnd",156.46,6.86,0,23.68,0,,,,TRUE,
"Turkey, Diced",132.8,6,0,18.7,1,,,,TRUE,
"Turkey, Drumstk",199.8,9.8,0,27.9,0,,,,TRUE,
"Turkey, Fryer-Roasters",127.05,4.25,0,22.15,0.05,,,,TRUE,
"Turkey, Gizzard",117.78,4.58,0,19.14,0,,,,TRUE,
"Turkey, Heart",113.27,4.79,0,17.13,0.41,,,,TRUE,
"Turkey, Liver",227.64,16.36,0,17.84,2.26,,,,TRUE,
"Turkey, Lt Or Dk Meat",199.7,9.7,0,28.1,0,,,,TRUE,
"Turkey, Mechanically Deboned",196.8,15.96,0,13.29,0,,,,TRUE,
"Turkey, Pork",100.5,2.5,0.6,8,11.5,,,,TRUE,
"Turkey, Wing",221.29,12.41,0,27.4,0,,,,TRUE,
"Turkey, Young Hen",160.06,8.78,0,20.15,0.11,,,,TRUE,
"Turkey, Young Tom",146.77,7.21,0,20.39,0.08,,,,TRUE,
"Turmeric, Ground",379.96,9.88,21.1,7.83,64.93,,,,TRUE,
Turnip Greens,37.22,0.3,3.2,1.5,7.13,,,,TRUE,
"Turnip Grns&Turnips, Frz",25.15,0.19,2.4,2.46,3.4,,,,TRUE,
"Turnip Grns, Ckd",24.07,0.23,3.5,1.14,4.36,,,,TRUE,
"Turnip Grns, Cnd",17.82,0.3,1.7,1.36,2.42,,,,TRUE,
"Turnip Grns, Frz",27.35,0.31,2.5,2.47,3.67,,,,TRUE,
Turnips,30.22,0.1,1.8,0.9,6.43,,,,TRUE,
"Turnips, Ckd",23.8,0.08,2,0.71,5.06,,,,TRUE,
"Turnips, Frozen",17.36,0.16,1.8,1.04,2.94,,,,TRUE,
"Turnips, Frz",25.68,0.24,2,1.53,4.35,,,,TRUE,
"Turtle, Green",83.7,0.5,0,19.8,0,,,,TRUE,
"Tyson Chick Fajita Kit, Frz",120.42,3.34,1.7,6.37,16.22,,,,TRUE,
"Usda Cmdty Chick, Cnd",161.56,5.72,0,27.52,0,,,,TRUE,
"Usda Cmdty Fd, Oil",900,100,0,0,0,,,,TRUE,
"Usda Cmdty Fd, Shortening",900,100,0,0,0,,,,TRUE,
"Usda Cmdty Peaches, Cnd",66.19,0.15,0.7,0.56,15.65,,,,TRUE,
"Usda Cmdty Pears, Cnd",54.71,0.19,2.2,0.34,12.91,,,,TRUE,
"Usda Cmdty, Bakery",400.1,12.9,7.1,8.47,62.53,,,,TRUE,
"Usda Cmdty, Bakery Flr Mix Low-Fat",360.94,4.7,3.5,9.07,70.59,,,,TRUE,
"Usda Cmdty, Bf",240.21,17.57,0,20.52,0,,,,TRUE,
"Usda Cmdty, Chick",129.3,4.58,0,22.02,0,,,,TRUE,
"Usda Cmdty, Chick Fajita Strips",134.73,5.73,0,18.56,2.23,,,,TRUE,
"Usda Cmdty, Luncheon Meat",189.09,12.77,0,17.5,1.04,,,,TRUE,
"Usda Cmdty, Mxd Fruit",59.56,0.08,1.2,0.41,14.3,,,,TRUE,
"Usda Cmdty, Pnut Butter",629.5,49.54,5.7,21.93,23.98,,,,TRUE,
"Usda Cmdty, Pork",196.51,12.95,0,19.4,0.59,,,,TRUE,
"Usda Commodity, Bf",199.73,15.69,0,14.63,0,,,,TRUE,
"Usda Commodity, Bf Patties W/Vpp",224.52,16.48,1.3,15.21,3.84,,,,TRUE,
